code;label-fr_FR;label-en_US;attribute_as_label;attributes;requirements-ecommerce;requirements-print
fam_320;"Et amet quisquam.";"Alias officia.";name;sku,name,attr_887,attr_902,attr_749,attr_99,attr_923,attr_112,attr_916,attr_142,attr_500,attr_927,attr_465,attr_118,attr_845,attr_356,attr_83,attr_431,attr_502,attr_799,attr_12,attr_308,attr_829,attr_310,attr_835,attr_497,attr_406,attr_669,attr_323,attr_654,attr_274,attr_580,attr_317,attr_439,attr_288,attr_770,attr_519,attr_415,attr_720,attr_507,attr_612,attr_226,attr_991,attr_935,attr_361,attr_311,attr_255,attr_616,attr_231,attr_728,attr_359,attr_464,attr_948,attr_649,attr_362,attr_853,attr_279,attr_609,attr_28,attr_304,attr_131,attr_93,attr_52,attr_164,attr_947,attr_591,attr_125,attr_828,attr_403,attr_767,attr_89,attr_124,attr_602,attr_792,attr_5,attr_79,attr_904,attr_160,attr_727,attr_899,attr_297,attr_393,attr_821,attr_737,attr_192,attr_636,attr_441,attr_366,attr_209,attr_56,attr_555,attr_944,attr_987,attr_42,attr_1,attr_666,attr_280,attr_960,attr_378,attr_416,attr_448;sku,attr_987,attr_439,attr_255,attr_654;sku,attr_580,attr_439,attr_497,attr_378
fam_321;"Iure inventore odit.";"Eaque vel reiciendis.";name;sku,name,attr_620,attr_718,attr_307,attr_686,attr_575,attr_510,attr_130,attr_717,attr_195,attr_763,attr_799,attr_618,attr_894,attr_400,attr_630,attr_678,attr_831,attr_17,attr_542,attr_732,attr_626,attr_408,attr_610,attr_414,attr_261,attr_65,attr_679,attr_812,attr_161,attr_244,attr_41,attr_762,attr_492,attr_764,attr_104,attr_172,attr_395,attr_27,attr_200,attr_614,attr_324,attr_673,attr_391,attr_278,attr_209,attr_830,attr_287,attr_32,attr_304,attr_226,attr_211,attr_21,attr_188,attr_884,attr_535,attr_852,attr_404,attr_544,attr_126,attr_522,attr_553,attr_864,attr_67,attr_922,attr_213,attr_765,attr_160,attr_407,attr_525,attr_79,attr_520,attr_348,attr_960,attr_538,attr_683,attr_308,attr_385,attr_797,attr_651,attr_343,attr_366,attr_234,attr_984,attr_102,attr_576,attr_788,attr_677,attr_632,attr_336,attr_248,attr_835,attr_257,attr_994,attr_80,attr_869,attr_505,attr_588,attr_873,attr_367;sku,attr_188,attr_195,attr_161,attr_732;sku,attr_588,attr_21,attr_575,attr_304
fam_322;"Suscipit sit qui.";"Ratione earum.";name;sku,name,attr_181,attr_499,attr_442,attr_296,attr_655,attr_764,attr_242,attr_511,attr_66,attr_649,attr_772,attr_981,attr_149,attr_117,attr_162,attr_148,attr_241,attr_475,attr_332,attr_890,attr_447,attr_452,attr_506,attr_323,attr_551,attr_457,attr_808,attr_579,attr_126,attr_257,attr_491,attr_228,attr_961,attr_741,attr_826,attr_158,attr_227,attr_371,attr_189,attr_220,attr_785,attr_469,attr_370,attr_731,attr_721,attr_234,attr_782,attr_107,attr_240,attr_261,attr_425,attr_733,attr_841,attr_898,attr_742,attr_185,attr_278,attr_468,attr_738,attr_453,attr_238,attr_290,attr_525,attr_918,attr_975,attr_45,attr_896,attr_638,attr_617,attr_765,attr_906,attr_970,attr_801,attr_527,attr_755,attr_32,attr_380,attr_284,attr_134,attr_179,attr_56,attr_383,attr_144,attr_101,attr_548,attr_535,attr_681,attr_362,attr_873,attr_322,attr_17,attr_281,attr_121,attr_563,attr_973,attr_610,attr_376,attr_168,attr_568;sku,attr_362,attr_801,attr_906,attr_234;sku,attr_181,attr_906,attr_491,attr_755
fam_323;"Earum totam soluta.";"Voluptatem eos.";name;sku,name,attr_356,attr_776,attr_667,attr_734,attr_789,attr_705,attr_229,attr_491,attr_165,attr_54,attr_989,attr_6,attr_473,attr_49,attr_940,attr_515,attr_837,attr_262,attr_972,attr_674,attr_855,attr_324,attr_28,attr_848,attr_492,attr_566,attr_968,attr_742,attr_194,attr_716,attr_256,attr_589,attr_470,attr_271,attr_521,attr_772,attr_605,attr_371,attr_405,attr_654,attr_630,attr_549,attr_430,attr_627,attr_861,attr_334,attr_109,attr_316,attr_219,attr_246,attr_700,attr_201,attr_751,attr_872,attr_245,attr_96,attr_660,attr_285,attr_977,attr_398,attr_897,attr_289,attr_146,attr_4,attr_902,attr_16,attr_374,attr_273,attr_339,attr_599,attr_691,attr_185,attr_877,attr_1,attr_102,attr_851,attr_503,attr_103,attr_171,attr_766,attr_66,attr_266,attr_438,attr_946,attr_960,attr_78,attr_635,attr_866,attr_943,attr_663,attr_987,attr_556,attr_516,attr_794,attr_41,attr_76,attr_131,attr_653,attr_244;sku,attr_398,attr_589,attr_940,attr_549;sku,attr_491,attr_246,attr_185,attr_872
fam_324;"Vero nobis voluptas.";"Sunt rerum.";name;sku,name,attr_663,attr_518,attr_76,attr_496,attr_736,attr_896,attr_654,attr_646,attr_760,attr_466,attr_439,attr_986,attr_206,attr_398,attr_502,attr_880,attr_380,attr_9,attr_673,attr_892,attr_85,attr_406,attr_828,attr_41,attr_167,attr_96,attr_133,attr_411,attr_647,attr_288,attr_863,attr_383,attr_158,attr_842,attr_965,attr_901,attr_321,attr_346,attr_175,attr_695,attr_899,attr_342,attr_981,attr_806,attr_829,attr_620,attr_550,attr_419,attr_700,attr_967,attr_741,attr_835,attr_538,attr_785,attr_208,attr_274,attr_185,attr_289,attr_509,attr_895,attr_323,attr_528,attr_713,attr_602,attr_631,attr_756,attr_825,attr_641,attr_714,attr_436,attr_337,attr_225,attr_908,attr_238,attr_252,attr_677,attr_14,attr_615,attr_25,attr_428,attr_205,attr_534,attr_991,attr_990,attr_762,attr_340,attr_888,attr_768,attr_112,attr_753,attr_438,attr_314,attr_38,attr_393,attr_635,attr_696,attr_50,attr_562,attr_684;sku,attr_274,attr_896,sku,attr_825;sku,attr_762,attr_695,attr_175,attr_346
fam_325;"Qui sed doloribus.";"Laboriosam ullam.";name;sku,name,attr_687,attr_493,attr_18,attr_968,attr_390,attr_148,attr_928,attr_416,attr_198,attr_568,attr_967,attr_803,attr_822,attr_150,attr_333,attr_266,attr_949,attr_93,attr_894,attr_830,attr_460,attr_462,attr_283,attr_398,attr_795,attr_972,attr_717,attr_174,attr_274,attr_510,attr_902,attr_330,attr_295,attr_110,attr_112,attr_782,attr_149,attr_742,attr_331,attr_497,attr_109,attr_250,attr_423,attr_627,attr_271,attr_262,attr_124,attr_584,attr_755,attr_853,attr_866,attr_395,attr_806,attr_835,attr_182,attr_713,attr_628,attr_473,attr_973,attr_965,attr_72,attr_67,attr_252,attr_982,attr_561,attr_506,attr_171,attr_264,attr_353,attr_141,attr_49,attr_761,attr_959,attr_71,attr_562,attr_534,attr_670,attr_909,attr_517,attr_780,attr_888,attr_260,attr_46,attr_320,attr_802,attr_237,attr_969,attr_660,attr_865,attr_988,attr_689,attr_596,attr_265,attr_671,attr_512,attr_870,attr_365,attr_418,attr_296;sku,attr_561,sku,attr_506,attr_627;sku,attr_295,attr_390,attr_717,attr_262
fam_326;"Quia fugiat illum.";"Nisi aliquid.";name;sku,name,attr_228,attr_862,attr_324,attr_263,attr_715,attr_592,attr_941,attr_289,attr_611,attr_721,attr_208,attr_482,attr_410,attr_286,attr_112,attr_848,attr_988,attr_452,attr_642,attr_70,attr_882,attr_522,attr_747,attr_827,attr_915,attr_924,attr_538,attr_573,attr_298,attr_420,attr_856,attr_982,attr_667,attr_539,attr_517,attr_949,attr_34,attr_504,attr_146,attr_441,attr_325,attr_444,attr_105,attr_360,attr_114,attr_330,attr_158,attr_357,attr_351,attr_567,attr_195,attr_596,attr_587,attr_277,attr_619,attr_170,attr_370,attr_876,attr_812,attr_371,attr_288,attr_950,attr_891,attr_578,attr_728,attr_456,attr_829,attr_921,attr_664,attr_878,attr_32,attr_223,attr_116,attr_631,attr_190,attr_306,attr_725,attr_252,attr_817,attr_86,attr_683,attr_247,attr_281,attr_692,attr_795,attr_191,attr_140,attr_545,attr_871,attr_96,attr_748,attr_772,attr_95,attr_141,attr_362,attr_271,attr_709,attr_317,attr_995;sku,attr_631,attr_817,attr_444,attr_924;sku,attr_410,attr_288,attr_856,attr_538
fam_327;"Et non.";"Ut quia.";name;sku,name,attr_370,attr_716,attr_424,attr_935,attr_162,attr_299,attr_693,attr_470,attr_862,attr_585,attr_290,attr_983,attr_822,attr_213,attr_671,attr_271,attr_683,attr_387,attr_556,attr_561,attr_619,attr_762,attr_636,attr_254,attr_897,attr_832,attr_340,attr_621,attr_315,attr_173,attr_993,attr_3,attr_306,attr_750,attr_414,attr_723,attr_331,attr_943,attr_589,attr_931,attr_143,attr_594,attr_202,attr_802,attr_248,attr_59,attr_388,attr_97,attr_611,attr_708,attr_159,attr_833,attr_75,attr_775,attr_156,attr_960,attr_786,attr_996,attr_607,attr_559,attr_219,attr_482,attr_672,attr_540,attr_397,attr_801,attr_813,attr_539,attr_267,attr_936,attr_436,attr_298,attr_246,attr_940,attr_855,attr_74,attr_593,attr_588,attr_226,attr_634,attr_419,attr_207,attr_975,attr_889,attr_604,attr_348,attr_926,attr_950,attr_838,attr_188,attr_141,attr_704,attr_955,attr_841,attr_305,attr_579,attr_369,attr_287,attr_167;sku,attr_331,attr_579,attr_802,attr_672;sku,attr_267,attr_621,attr_822,attr_889
fam_328;"Quia ullam.";"Voluptas suscipit.";name;sku,name,attr_284,attr_845,attr_572,attr_9,attr_209,attr_878,attr_698,attr_971,attr_136,attr_974,attr_14,attr_346,attr_45,attr_430,attr_401,attr_10,attr_98,attr_895,attr_630,attr_395,attr_331,attr_394,attr_182,attr_205,attr_259,attr_989,attr_13,attr_238,attr_64,attr_474,attr_533,attr_262,attr_760,attr_225,attr_524,attr_799,attr_913,attr_140,attr_164,attr_716,attr_194,attr_170,attr_223,attr_906,attr_575,attr_183,attr_440,attr_945,attr_881,attr_286,attr_111,attr_413,attr_520,attr_597,attr_220,attr_70,attr_908,attr_264,attr_508,attr_938,attr_137,attr_645,attr_783,attr_721,attr_917,attr_804,attr_882,attr_270,attr_552,attr_95,attr_301,attr_551,attr_548,attr_754,attr_54,attr_714,attr_379,attr_90,attr_534,attr_933,attr_439,attr_996,attr_180,attr_320,attr_323,attr_825,attr_408,attr_833,attr_407,attr_2,attr_155,attr_894,attr_6,attr_861,attr_815,attr_125,attr_106,attr_449,attr_896;sku,attr_238,attr_881,attr_2,attr_270;sku,attr_551,attr_533,attr_996,attr_825
fam_329;"Nulla quia et.";"Et provident in.";name;sku,name,attr_71,attr_884,attr_229,attr_413,attr_462,attr_988,attr_888,attr_924,attr_294,attr_790,attr_11,attr_38,attr_170,attr_446,attr_463,attr_269,attr_322,attr_813,attr_503,attr_730,attr_862,attr_174,attr_646,attr_447,attr_600,attr_925,attr_418,attr_629,attr_379,attr_457,attr_280,attr_482,attr_596,attr_989,attr_999,attr_552,attr_80,attr_114,attr_838,attr_822,attr_367,attr_848,attr_453,attr_996,attr_118,attr_698,attr_223,attr_391,attr_570,attr_316,attr_548,attr_76,attr_685,attr_553,attr_191,attr_865,attr_190,attr_188,attr_984,attr_36,attr_877,attr_897,attr_481,attr_119,attr_747,attr_881,attr_366,attr_353,attr_967,attr_327,attr_122,attr_276,attr_390,attr_588,attr_917,attr_470,attr_533,attr_21,attr_879,attr_107,attr_456,attr_511,attr_83,attr_117,attr_702,attr_369,attr_103,attr_59,attr_62,attr_738,attr_817,attr_318,attr_864,attr_40,attr_833,attr_522,attr_946,attr_564,attr_351;sku,attr_327,attr_103,attr_276,attr_879;sku,attr_322,attr_118,attr_646,attr_629
fam_330;"Qui libero.";"Qui beatae.";name;sku,name,attr_839,attr_731,attr_627,attr_812,attr_764,attr_981,attr_917,attr_347,attr_458,attr_260,attr_926,attr_613,attr_567,attr_7,attr_280,attr_977,attr_914,attr_15,attr_789,attr_131,attr_593,attr_155,attr_734,attr_991,attr_379,attr_336,attr_519,attr_401,attr_649,attr_896,attr_671,attr_814,attr_213,attr_836,attr_687,attr_799,attr_517,attr_112,attr_511,attr_232,attr_9,attr_541,attr_911,attr_423,attr_216,attr_609,attr_906,attr_756,attr_68,attr_740,attr_968,attr_69,attr_201,attr_432,attr_397,attr_679,attr_431,attr_540,attr_86,attr_314,attr_623,attr_500,attr_992,attr_834,attr_459,attr_936,attr_496,attr_10,attr_136,attr_781,attr_194,attr_891,attr_629,attr_282,attr_899,attr_225,attr_730,attr_164,attr_829,attr_319,attr_249,attr_169,attr_572,attr_747,attr_656,attr_451,attr_872,attr_498,attr_666,attr_107,attr_612,attr_443,attr_435,attr_493,attr_534,attr_21,attr_800,attr_371,attr_392;sku,attr_936,attr_319,attr_431,name;sku,attr_687,attr_216,attr_764,attr_164
fam_331;"Porro et.";"Quae nesciunt labore.";name;sku,name,attr_651,attr_39,attr_588,attr_263,attr_273,attr_518,attr_320,attr_341,attr_692,attr_839,attr_657,attr_299,attr_345,attr_143,attr_378,attr_600,attr_942,attr_986,attr_25,attr_354,attr_858,attr_924,attr_453,attr_202,attr_607,attr_889,attr_661,attr_447,attr_98,attr_598,attr_715,attr_573,attr_803,attr_289,attr_178,attr_220,attr_347,attr_557,attr_66,attr_147,attr_744,attr_442,attr_571,attr_690,attr_775,attr_498,attr_564,attr_362,attr_137,attr_165,attr_130,attr_914,attr_199,attr_863,attr_960,attr_831,attr_868,attr_608,attr_531,attr_958,attr_64,attr_372,attr_595,attr_261,attr_955,attr_449,attr_195,attr_278,attr_895,attr_224,attr_596,attr_954,attr_759,attr_781,attr_120,attr_371,attr_88,attr_642,attr_592,attr_779,attr_227,attr_561,attr_949,attr_377,attr_321,attr_906,attr_917,attr_349,attr_882,attr_790,attr_483,attr_680,attr_175,attr_223,attr_554,attr_668,attr_768,attr_65,attr_260;sku,attr_657,attr_692,attr_147,attr_917;sku,attr_354,attr_349,attr_868,attr_178
fam_332;"Et ratione.";"Voluptas ullam.";name;sku,name,attr_970,attr_307,attr_665,attr_859,attr_833,attr_303,attr_185,attr_766,attr_915,attr_236,attr_734,attr_415,attr_251,attr_942,attr_695,attr_411,attr_491,attr_570,attr_438,attr_36,attr_98,attr_300,attr_258,attr_543,attr_839,attr_698,attr_503,attr_119,attr_32,attr_230,attr_579,attr_487,attr_532,attr_783,attr_381,attr_688,attr_409,attr_886,attr_378,attr_7,attr_33,attr_975,attr_339,attr_958,attr_191,attr_390,attr_723,attr_985,attr_501,attr_187,attr_386,attr_107,attr_8,attr_289,attr_907,attr_93,attr_69,attr_42,attr_182,attr_244,attr_194,attr_484,attr_435,attr_492,attr_645,attr_319,attr_101,attr_574,attr_632,attr_562,attr_961,attr_619,attr_844,attr_675,attr_667,attr_447,attr_91,attr_78,attr_238,attr_75,attr_700,attr_215,attr_888,attr_674,attr_416,attr_576,attr_363,attr_894,attr_497,attr_585,attr_684,attr_720,attr_595,attr_28,attr_722,attr_203,attr_556,attr_125,attr_901;sku,attr_688,attr_695,attr_501,attr_698;sku,attr_28,sku,attr_244,attr_585
fam_333;"Qui tenetur.";"Et amet.";name;sku,name,attr_354,attr_592,attr_228,attr_23,attr_535,attr_464,attr_964,attr_738,attr_695,attr_628,attr_664,attr_762,attr_377,attr_474,attr_851,attr_205,attr_658,attr_733,attr_992,attr_302,attr_683,attr_736,attr_556,attr_926,attr_803,attr_430,attr_963,attr_28,attr_209,attr_36,attr_459,attr_895,attr_650,attr_108,attr_693,attr_591,attr_263,attr_139,attr_537,attr_949,attr_761,attr_67,attr_814,attr_585,attr_301,attr_621,attr_519,attr_140,attr_728,attr_915,attr_667,attr_608,attr_835,attr_487,attr_294,attr_364,attr_146,attr_229,attr_291,attr_124,attr_577,attr_214,attr_35,attr_470,attr_782,attr_583,attr_913,attr_540,attr_985,attr_174,attr_58,attr_764,attr_241,attr_304,attr_804,attr_18,attr_940,attr_968,attr_998,attr_272,attr_243,attr_106,attr_379,attr_179,attr_413,attr_691,attr_599,attr_279,attr_538,attr_151,attr_380,attr_734,attr_988,attr_187,attr_212,attr_389,attr_794,attr_221,attr_937;sku,attr_608,attr_736,attr_734,attr_108;sku,attr_302,attr_998,attr_599,attr_228
fam_334;"Tempora recusandae et.";"Consequatur perferendis ea.";name;sku,name,attr_640,attr_58,attr_706,attr_873,attr_137,attr_105,attr_531,attr_171,attr_697,attr_719,attr_650,attr_957,attr_670,attr_707,attr_311,attr_665,attr_965,attr_139,attr_9,attr_557,attr_127,attr_599,attr_409,attr_90,attr_723,attr_788,attr_504,attr_392,attr_419,attr_281,attr_520,attr_598,attr_69,attr_47,attr_876,attr_981,attr_255,attr_439,attr_344,attr_742,attr_387,attr_772,attr_977,attr_834,attr_540,attr_433,attr_983,attr_244,attr_733,attr_984,attr_552,attr_524,attr_446,attr_144,attr_138,attr_421,attr_178,attr_683,attr_268,attr_250,attr_793,attr_713,attr_886,attr_674,attr_440,attr_172,attr_587,attr_816,attr_596,attr_29,attr_999,attr_134,attr_361,attr_871,attr_269,attr_972,attr_292,attr_595,attr_119,attr_24,attr_369,attr_187,attr_645,attr_383,attr_159,attr_750,attr_224,attr_982,attr_746,attr_31,attr_830,attr_768,attr_101,attr_405,attr_978,attr_848,attr_423,attr_494,attr_99;sku,attr_788,attr_446,attr_383,attr_674;sku,attr_405,attr_719,attr_99,attr_144
fam_335;"Impedit velit voluptatem.";"Assumenda consectetur perspiciatis.";name;sku,name,attr_841,attr_881,attr_111,attr_72,attr_607,attr_547,attr_911,attr_247,attr_974,attr_530,attr_856,attr_873,attr_417,attr_451,attr_843,attr_694,attr_708,attr_702,attr_725,attr_356,attr_400,attr_466,attr_643,attr_159,attr_567,attr_615,attr_197,attr_935,attr_584,attr_184,attr_476,attr_118,attr_425,attr_855,attr_477,attr_957,attr_364,attr_964,attr_154,attr_618,attr_158,attr_454,attr_387,attr_295,attr_897,attr_390,attr_863,attr_440,attr_208,attr_514,attr_537,attr_28,attr_571,attr_248,attr_166,attr_623,attr_603,attr_87,attr_695,attr_952,attr_342,attr_93,attr_24,attr_752,attr_479,attr_406,attr_587,attr_250,attr_789,attr_760,attr_73,attr_671,attr_219,attr_766,attr_940,attr_44,attr_994,attr_977,attr_958,attr_174,attr_953,attr_101,attr_818,attr_683,attr_879,attr_842,attr_563,attr_463,attr_739,attr_198,attr_521,attr_596,attr_807,attr_431,attr_595,attr_548,attr_791,attr_851,attr_796;sku,attr_842,attr_964,attr_841,attr_958;sku,attr_479,attr_440,attr_248,attr_760
fam_336;"Incidunt vitae deserunt.";"Perferendis ipsa.";name;sku,name,attr_474,attr_761,attr_118,attr_191,attr_375,attr_410,attr_945,attr_30,attr_524,attr_138,attr_826,attr_151,attr_182,attr_61,attr_866,attr_511,attr_309,attr_16,attr_236,attr_382,attr_348,attr_243,attr_331,attr_513,attr_509,attr_479,attr_14,attr_600,attr_720,attr_725,attr_265,attr_246,attr_565,attr_525,attr_510,attr_507,attr_71,attr_552,attr_92,attr_607,attr_899,attr_506,attr_383,attr_270,attr_307,attr_947,attr_349,attr_262,attr_20,attr_775,attr_288,attr_290,attr_426,attr_646,attr_466,attr_418,attr_312,attr_874,attr_614,attr_921,attr_233,attr_699,attr_990,attr_740,attr_259,attr_902,attr_407,attr_795,attr_395,attr_718,attr_62,attr_31,attr_941,attr_604,attr_684,attr_55,attr_531,attr_885,attr_478,attr_48,attr_130,attr_358,attr_980,attr_162,attr_831,attr_263,attr_739,attr_330,attr_325,attr_496,attr_704,attr_528,attr_765,attr_548,attr_303,attr_169,attr_732,attr_161,attr_396;sku,attr_990,attr_552,attr_513,attr_263;sku,attr_20,attr_704,attr_552,attr_947
fam_337;"Tempore quo at.";"Aut dolorem et.";name;sku,name,attr_931,attr_707,attr_974,attr_539,attr_981,attr_94,attr_326,attr_204,attr_683,attr_635,attr_957,attr_335,attr_643,attr_801,attr_336,attr_978,attr_480,attr_220,attr_651,attr_721,attr_481,attr_922,attr_806,attr_662,attr_367,attr_75,attr_525,attr_874,attr_303,attr_619,attr_994,attr_73,attr_669,attr_21,attr_986,attr_399,attr_478,attr_925,attr_402,attr_453,attr_600,attr_596,attr_286,attr_430,attr_2,attr_177,attr_190,attr_820,attr_20,attr_658,attr_837,attr_743,attr_834,attr_856,attr_224,attr_843,attr_572,attr_755,attr_673,attr_200,attr_446,attr_250,attr_921,attr_938,attr_452,attr_977,attr_841,attr_117,attr_586,attr_997,attr_151,attr_55,attr_970,attr_646,attr_464,attr_211,attr_345,attr_344,attr_145,attr_25,attr_923,attr_305,attr_761,attr_471,attr_266,attr_387,attr_542,attr_439,attr_917,attr_622,attr_855,attr_313,attr_582,attr_12,attr_949,attr_10,attr_845,attr_559,attr_70;sku,attr_12,attr_224,attr_622,name;sku,attr_683,attr_801,attr_211,attr_326
fam_338;"Quia natus fugit.";"Doloribus necessitatibus tenetur.";name;sku,name,attr_39,attr_328,attr_922,attr_575,attr_416,attr_56,attr_503,attr_78,attr_688,attr_704,attr_766,attr_570,attr_611,attr_285,attr_596,attr_717,attr_835,attr_230,attr_938,attr_166,attr_418,attr_4,attr_905,attr_869,attr_425,attr_512,attr_354,attr_715,attr_474,attr_37,attr_179,attr_395,attr_159,attr_163,attr_139,attr_645,attr_231,attr_610,attr_593,attr_198,attr_109,attr_885,attr_958,attr_18,attr_344,attr_477,attr_532,attr_122,attr_276,attr_216,attr_192,attr_996,attr_608,attr_380,attr_509,attr_506,attr_225,attr_75,attr_855,attr_853,attr_539,attr_801,attr_359,attr_356,attr_969,attr_426,attr_559,attr_24,attr_487,attr_358,attr_798,attr_879,attr_201,attr_424,attr_278,attr_957,attr_620,attr_34,attr_881,attr_335,attr_293,attr_809,attr_691,attr_269,attr_73,attr_274,attr_605,attr_719,attr_854,attr_211,attr_952,attr_118,attr_264,attr_209,attr_186,attr_573,attr_381,attr_945,attr_194;sku,attr_645,attr_969,attr_192,attr_73;sku,attr_688,attr_593,attr_809,attr_381
fam_339;"Dolor quos in.";"Voluptate sunt et.";name;sku,name,attr_422,attr_450,attr_85,attr_495,attr_318,attr_846,attr_234,attr_512,attr_623,attr_863,attr_62,attr_99,attr_338,attr_355,attr_747,attr_507,attr_720,attr_71,attr_259,attr_890,attr_370,attr_646,attr_152,attr_317,attr_50,attr_883,attr_343,attr_704,attr_531,attr_449,attr_908,attr_120,attr_494,attr_150,attr_679,attr_105,attr_294,attr_767,attr_775,attr_879,attr_602,attr_864,attr_969,attr_609,attr_852,attr_830,attr_240,attr_201,attr_430,attr_813,attr_691,attr_944,attr_200,attr_156,attr_901,attr_641,attr_801,attr_541,attr_753,attr_600,attr_716,attr_283,attr_730,attr_389,attr_349,attr_719,attr_141,attr_136,attr_625,attr_291,attr_814,attr_437,attr_942,attr_192,attr_923,attr_952,attr_213,attr_153,attr_465,attr_851,attr_810,attr_873,attr_532,attr_880,attr_468,attr_752,attr_303,attr_820,attr_673,attr_182,attr_43,attr_90,attr_351,attr_125,attr_648,attr_667,attr_174,attr_859,attr_782;sku,attr_422,attr_752,attr_507,attr_240;sku,attr_303,attr_105,attr_150,attr_883
fam_340;"Cumque et numquam.";"Perspiciatis impedit.";name;sku,name,attr_217,attr_5,attr_502,attr_513,attr_707,attr_595,attr_294,attr_213,attr_781,attr_283,attr_521,attr_96,attr_234,attr_734,attr_843,attr_182,attr_158,attr_780,attr_947,attr_979,attr_953,attr_537,attr_133,attr_411,attr_723,attr_44,attr_94,attr_115,attr_875,attr_539,attr_288,attr_57,attr_582,attr_989,attr_117,attr_588,attr_206,attr_329,attr_135,attr_322,attr_941,attr_934,attr_616,attr_306,attr_788,attr_140,attr_14,attr_796,attr_227,attr_702,attr_701,attr_69,attr_760,attr_710,attr_166,attr_66,attr_171,attr_870,attr_688,attr_733,attr_671,attr_748,attr_138,attr_50,attr_274,attr_902,attr_621,attr_128,attr_216,attr_484,attr_291,attr_376,attr_831,attr_159,attr_543,attr_547,attr_761,attr_245,attr_39,attr_328,attr_676,attr_25,attr_767,attr_883,attr_374,attr_878,attr_70,attr_717,attr_333,attr_345,attr_819,attr_372,attr_970,attr_712,attr_744,attr_325,attr_944,attr_581,attr_948;sku,attr_96,attr_883,attr_582,attr_234;sku,attr_780,attr_329,attr_781,attr_374
